Date_received,Product,Sub_product,Issue,Sub_issue,Consumer_complaint_narrative,Company_public_response,Company,State,ZIP_code,Tags,Consumer_consent_provided,Submitted_via,Date_sent_to_company,Company_response_to_consumer,Timely_response,Consumer_disputed,Complaint_ID,intent,query,response,Priority_Level,Resolution_Status,Customer_Satisfaction_Score,Agent_ID,Resolution_Time_Hours,Category,Channel_Rating,Follow_up_Required
2022-07-02 21:38:16.539307860,Fixed Deposit,MasterCard,Card Block,Mobile App,Want to file a complaint about poor service,Yes,Digital Bank Corp,TX,22979,None,Yes,Phone,2022-07-03 21:38:16.539307860,Closed with explanation,Yes,No,COMP_000836,complaint_management,Want to file a complaint about poor service,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,3,AGT_035,5.132136580012233,Complaint Management,5,Yes
2022-07-03 02:53:41.924384876,Fixed Deposit,Basic,Account Access,Email,Payment failed but amount was debited,Yes,ABC Bank,MI,67541,None,Yes,Web,2022-07-03 02:53:41.924384876,Closed with explanation,Yes,No,COMP_000837,bill_payments,Payment failed but amount was debited,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_022,11.982969307537692,Bill Payments,2,No
2022-07-03 08:09:07.309461892,Car Loan,Basic,Account Access,Mobile App,Need to report my stolen credit card This is the third time I'm calling.,Yes,Regional Credit Union,PA,58024,Student,Yes,Phone,2022-07-03 08:09:07.309461892,In progress,Yes,No,COMP_000838,card_management,Need to report my stolen credit card This is the third time I'm calling.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Resolved,1,AGT_050,39.69919618875993,Card Management,4,No
2022-07-03 13:24:32.694538908,Credit Card,Rupay,Card Block,Online Issue,Need balance information for my savings account,No,XYZ Financial,OH,49214,None,Yes,Email,2022-07-03 13:24:32.694538908,Closed with explanation,Yes,No,COMP_000839,balance_inquiry,Need balance information for my savings account,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,4,AGT_094,50.69349596842687,Balance Inquiry,1,No
2022-07-03 18:39:58.079615922,Personal Loan,Gold,Balance Inquiry,Chat,Having trouble with online bill payment,Yes,Digital Bank Corp,CA,25569,None,Yes,Web,2022-07-03 18:39:58.079615922,Closed,Yes,No,COMP_000840,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,2,AGT_007,5.908153265481454,Bill Payments,1,No
2022-07-03 23:55:23.464692938,Credit Card,Visa,Fees,Branch Visit,I had a bad experience at the branch,Yes,Regional Credit Union,MI,15274,Older American,Yes,Phone,2022-07-05 23:55:23.464692938,Closed with explanation,Yes,No,COMP_000841,complaint_management,I had a bad experience at the branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Resolved,2,AGT_024,14.873921227756295,Complaint Management,3,No
2022-07-04 05:10:48.849769954,Savings Account,Visa,Lost Card,Branch Visit,Can you help me check my account balance,Yes,Digital Bank Corp,NC,53023,Student,Yes,Email,2022-07-04 05:10:48.849769954,Closed,Yes,No,COMP_000842,balance_inquiry,Can you help me check my account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Pending,5,AGT_029,19.44519571846137,Balance Inquiry,4,No
2022-07-04 10:26:14.234846968,Debit Card,Gold,Account Access,Email,I need to activate my new credit card,Yes,Digital Bank Corp,IL,92415,Military,No,Phone,2022-07-04 10:26:14.234846968,Closed with explanation,No,No,COMP_000843,card_management,I need to activate my new credit card,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Resolved,2,AGT_093,91.87384499411404,Card Management,3,No
2022-07-04 15:41:39.619923984,Personal Loan,Rupay,Card Unblock,Branch Visit,Want to schedule recurring payments,Yes,XYZ Financial,NC,48459,Older American,Yes,Mobile App,2022-07-04 15:41:39.619923984,Closed with explanation,Yes,No,COMP_000844,bill_payments,Want to schedule recurring payments,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Escalated,5,AGT_062,59.446678551216166,Bill Payments,3,No
2022-07-04 20:57:05.005001000,Car Loan,Premium,Fees,Email,I had a bad experience at the branch,No,National Bank,GA,45196,None,Yes,Phone,2022-07-05 20:57:05.005001000,Closed with explanation,Yes,No,COMP_000845,complaint_management,I had a bad experience at the branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Escalated,4,AGT_085,32.064194379645,Complaint Management,5,No
2022-07-05 02:12:30.390078014,Car Loan,Basic,Card Unblock,Branch Visit,"My loan payment is overdue, what should I do",No,ABC Bank,TX,43831,None,Yes,Web,2022-07-07 02:12:30.390078014,Closed with explanation,Yes,No,COMP_000846,loan_assistance,"My loan payment is overdue, what should I do",Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Escalated,4,AGT_095,14.374158715738107,Loan Assistance,3,No
2022-07-05 07:27:55.775155030,Fixed Deposit,Platinum,Account Access,Branch Visit,I want to apply for a personal loan I'm very frustrated.,Yes,ABC Bank,CA,59060,None,Yes,Web,2022-07-05 07:27:55.775155030,Closed with explanation,Yes,Yes,COMP_000847,loan_assistance,I want to apply for a personal loan I'm very frustrated.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,High,Resolved,4,AGT_005,2.846475655366622,Loan Assistance,1,No
2022-07-05 12:43:21.160232046,Current Account,MasterCard,Card Block,Email,My card is lost and I need to block it immediately,Yes,XYZ Financial,NY,37387,None,Yes,Mobile App,2022-07-07 12:43:21.160232046,Closed,No,No,COMP_000848,card_management,My card is lost and I need to block it immediately,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Low,Resolved,4,AGT_036,27.851184332266996,Card Management,2,No
2022-07-05 17:58:46.545309062,Credit Card,Gold,Card Block,Chat,Need reminder for upcoming bill payment,Yes,Regional Credit Union,GA,30264,None,No,Web,2022-07-06 17:58:46.545309062,Closed with explanation,Yes,Yes,COMP_000849,bill_payments,Need reminder for upcoming bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,5,AGT_029,18.63204091508915,Bill Payments,4,No
2022-07-05 23:14:11.930386076,Current Account,Basic,Account Access,Email,What's my remaining loan tenure,Yes,ABC Bank,CA,90066,Student,Yes,Phone,2022-07-05 23:14:11.930386076,Closed,Yes,No,COMP_000850,loan_assistance,What's my remaining loan tenure,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Escalated,5,AGT_100,11.387822678182525,Loan Assistance,3,Yes
2022-07-06 04:29:37.315463092,Savings Account,Platinum,Loan Payment,Branch Visit,I need to check my account balance but cannot access online banking,No,National Bank,NC,46326,None,Yes,Mobile App,2022-07-07 04:29:37.315463092,Closed with explanation,Yes,No,COMP_000851,balance_inquiry,I need to check my account balance but cannot access online banking,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_067,20.00466638217153,Balance Inquiry,4,No
2022-07-06 09:45:02.700540108,Savings Account,Premium,Interest Rate,Chat,The staff was very rude to me I've been waiting for days.,No,National Bank,PA,24482,Older American,Yes,Phone,2022-07-07 09:45:02.700540108,Closed,Yes,No,COMP_000852,complaint_management,The staff was very rude to me I've been waiting for days.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Pending,4,AGT_081,37.01733361220995,Complaint Management,1,No
2022-07-06 15:00:28.085617122,Fixed Deposit,Visa,Card Block,Phone Call,The staff was very rude to me,Yes,National Bank,IL,23157,Older American,Yes,Web,2022-07-06 15:00:28.085617122,Closed with explanation,Yes,No,COMP_000853,complaint_management,The staff was very rude to me,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_037,6.098170113875266,Complaint Management,4,No
2022-07-06 20:15:53.470694138,Fixed Deposit,Standard,Balance Inquiry,Branch Visit,Can you help me check my account balance I'm very frustrated.,Yes,National Bank,NC,36654,Older American,Yes,Web,2022-07-08 20:15:53.470694138,Closed,Yes,Yes,COMP_000854,balance_inquiry,Can you help me check my account balance I'm very frustrated.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_068,30.79707561946038,Balance Inquiry,3,No
2022-07-07 01:31:18.855771154,Fixed Deposit,Visa,Lost Card,ATM Issue,Please block my card as it's been stolen This is the third time I'm calling.,Yes,ABC Bank,GA,50542,None,Yes,Email,2022-07-08 01:31:18.855771154,Closed with explanation,Yes,No,COMP_000855,card_management,Please block my card as it's been stolen This is the third time I'm calling.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_043,26.719692321697323,Card Management,1,No
2022-07-07 06:46:44.240848170,Debit Card,Standard,Balance Inquiry,Email,Want to know my outstanding loan amount,Yes,Digital Bank Corp,NY,47669,Older American,Yes,Email,2022-07-07 06:46:44.240848170,Closed,Yes,No,COMP_000856,loan_assistance,Want to know my outstanding loan amount,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_030,2.0487708654443204,Loan Assistance,1,No
2022-07-07 12:02:09.625925184,Fixed Deposit,MasterCard,Loan Payment,Branch Visit,What's my remaining loan tenure,Yes,XYZ Financial,NC,34641,None,Yes,Phone,2022-07-09 12:02:09.625925184,Closed with explanation,Yes,No,COMP_000857,loan_assistance,What's my remaining loan tenure,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,High,Resolved,4,AGT_097,1.374612396489857,Loan Assistance,1,No
2022-07-07 17:17:35.011002200,Personal Loan,Premium,Balance Inquiry,Mobile App,Need help calculating my loan interest,No,National Bank,NY,77667,None,Yes,Phone,2022-07-07 17:17:35.011002200,Closed,Yes,No,COMP_000858,loan_assistance,Need help calculating my loan interest,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Escalated,2,AGT_066,18.84694618979276,Loan Assistance,5,No
2022-07-07 22:33:00.396079216,Credit Card,Premium,Interest Rate,Mobile App,Can you tell me my available balance,No,Digital Bank Corp,CA,48682,Student,Yes,Web,2022-07-08 22:33:00.396079216,Closed with explanation,Yes,Yes,COMP_000859,balance_inquiry,Can you tell me my available balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_001,0.29383165956220203,Balance Inquiry,5,No
2022-07-08 03:48:25.781156230,Credit Card,Premium,Lost Card,Email,Can you tell me my available balance,No,XYZ Financial,NC,51798,None,Yes,Phone,2022-07-08 03:48:25.781156230,Closed with explanation,No,No,COMP_000860,balance_inquiry,Can you tell me my available balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,4,AGT_038,78.15218585731178,Balance Inquiry,2,No
2022-07-08 09:03:51.166233246,Car Loan,Rupay,Lost Card,Chat,Please block my card as it's been stolen This is the third time I'm calling.,No,XYZ Financial,CA,82852,Military,Yes,Web,2022-07-10 09:03:51.166233246,Closed with explanation,Yes,No,COMP_000861,card_management,Please block my card as it's been stolen This is the third time I'm calling.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_003,4.286576634597635,Card Management,1,No
2022-07-08 14:19:16.551310262,Car Loan,Platinum,Card Unblock,Mobile App,What's my remaining loan tenure I've been waiting for days.,Yes,National Bank,NY,14163,Older American,No,Phone,2022-07-08 14:19:16.551310262,In progress,Yes,No,COMP_000862,loan_assistance,What's my remaining loan tenure I've been waiting for days.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Escalated,1,AGT_058,2.136334230145646,Loan Assistance,4,Yes
2022-07-08 19:34:41.936387276,Home Loan,Visa,Interest Rate,Phone Call,I want to apply for a personal loan,No,XYZ Financial,OH,90752,None,Yes,Web,2022-07-08 19:34:41.936387276,Closed,Yes,No,COMP_000863,loan_assistance,I want to apply for a personal loan,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_044,59.31471468776931,Loan Assistance,4,Yes
2022-07-09 00:50:07.321464292,Car Loan,Standard,Transaction Dispute,Email,I need information about my home loan,Yes,National Bank,IL,97719,None,Yes,Web,2022-07-11 00:50:07.321464292,In progress,Yes,No,COMP_000864,loan_assistance,I need information about my home loan,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,5,AGT_072,7.388999326900503,Loan Assistance,3,No
2022-07-09 06:05:32.706541308,Credit Card,Visa,Transaction Dispute,Mobile App,Can you help me check my account balance Please help me quickly.,Yes,ABC Bank,FL,80561,Military,No,Web,2022-07-11 06:05:32.706541308,Closed,Yes,No,COMP_000865,balance_inquiry,Can you help me check my account balance Please help me quickly.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Pending,5,AGT_028,18.49859795660786,Balance Inquiry,2,No
2022-07-09 11:20:58.091618324,Car Loan,Premium,Transaction Dispute,Phone Call,Need assistance with mobile recharge This is the third time I'm calling.,Yes,XYZ Financial,OH,37204,None,Yes,Web,2022-07-11 11:20:58.091618324,Closed with explanation,Yes,No,COMP_000866,bill_payments,Need assistance with mobile recharge This is the third time I'm calling.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,1,AGT_063,95.83035514609827,Bill Payments,5,No
2022-07-09 16:36:23.476695338,Savings Account,MasterCard,Card Unblock,Branch Visit,The customer service was very poor,Yes,XYZ Financial,PA,38780,Student,Yes,Web,2022-07-09 16:36:23.476695338,Closed,Yes,No,COMP_000867,complaint_management,The customer service was very poor,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Pending,3,AGT_047,40.50110337843486,Complaint Management,1,No
2022-07-09 21:51:48.861772354,Car Loan,Standard,Bill Payment,Email,I want to check my checking account balance I've been waiting for days.,Yes,Digital Bank Corp,GA,29703,None,Yes,Mobile App,2022-07-10 21:51:48.861772354,Closed with explanation,Yes,No,COMP_000868,balance_inquiry,I want to check my checking account balance I've been waiting for days.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,5,AGT_015,5.080473563525672,Balance Inquiry,3,No
2022-07-10 03:07:14.246849370,Credit Card,Rupay,Card Unblock,Email,Can you help me with loan restructuring,Yes,Digital Bank Corp,GA,49883,None,Yes,Web,2022-07-10 03:07:14.246849370,Closed with explanation,Yes,No,COMP_000869,loan_assistance,Can you help me with loan restructuring,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_043,3.8996371772971457,Loan Assistance,5,No
2022-07-10 08:22:39.631926384,Credit Card,Rupay,Interest Rate,Phone Call,Having trouble with online bill payment This is urgent.,Yes,ABC Bank,NY,31162,None,Yes,Email,2022-07-11 08:22:39.631926384,Closed with explanation,Yes,No,COMP_000870,bill_payments,Having trouble with online bill payment This is urgent.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_092,125.44307494136014,Bill Payments,5,No
2022-07-10 13:38:05.017003400,Debit Card,Rupay,Bill Payment,Phone Call,What's my remaining loan tenure This is the third time I'm calling.,Yes,XYZ Financial,FL,32416,Student,Yes,Email,2022-07-12 13:38:05.017003400,Closed with explanation,Yes,No,COMP_000871,loan_assistance,What's my remaining loan tenure This is the third time I'm calling.,Thank you for contacting us regarding loan assistance. We will assist you with this matter promptly.,Low,Resolved,5,AGT_029,35.716893840566286,Loan Assistance,5,No
2022-07-10 18:53:30.402080416,Fixed Deposit,MasterCard,Card Unblock,Phone Call,Not happy with the service quality,Yes,Digital Bank Corp,OH,43208,None,Yes,Web,2022-07-12 18:53:30.402080416,In progress,Yes,No,COMP_000872,complaint_management,Not happy with the service quality,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Pending,2,AGT_078,23.69496907003351,Complaint Management,2,No
2022-07-11 00:08:55.787157430,Debit Card,MasterCard,Card Unblock,Branch Visit,"My card was damaged, need a replacement I've been waiting for days.",Yes,Regional Credit Union,GA,92946,Military,No,Email,2022-07-12 00:08:55.787157430,Closed,Yes,No,COMP_000873,card_management,"My card was damaged, need a replacement I've been waiting for days.",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_013,21.917512368128627,Card Management,3,No
2022-07-11 05:24:21.172234446,Personal Loan,Visa,Balance Inquiry,ATM Issue,Want to file a complaint about poor service,No,Digital Bank Corp,NY,18301,Student,No,Phone,2022-07-13 05:24:21.172234446,Closed with explanation,Yes,Yes,COMP_000874,complaint_management,Want to file a complaint about poor service,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,5,AGT_045,4.658465253081429,Complaint Management,3,No
2022-07-11 10:39:46.557311462,Home Loan,Premium,Bill Payment,Online Issue,Payment failed but amount was debited This is the third time I'm calling.,No,Digital Bank Corp,TX,83198,None,Yes,Web,2022-07-11 10:39:46.557311462,Closed with explanation,Yes,No,COMP_000875,bill_payments,Payment failed but amount was debited This is the third time I'm calling.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,4,AGT_097,1.1077941053601497,Bill Payments,3,No
2022-07-11 15:55:11.942388478,Credit Card,Rupay,Fees,ATM Issue,Can you tell me my available balance I've been waiting for days.,No,Regional Credit Union,CA,68491,None,Yes,Web,2022-07-13 15:55:11.942388478,Closed,Yes,No,COMP_000876,balance_inquiry,Can you tell me my available balance I've been waiting for days.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,2,AGT_006,0.7464696349027647,Balance Inquiry,3,No
2022-07-11 21:10:37.327465492,Personal Loan,MasterCard,Transaction Dispute,Branch Visit,How much money do I have in my account,No,National Bank,PA,24287,None,Yes,Phone,2022-07-13 21:10:37.327465492,In progress,Yes,No,COMP_000877,balance_inquiry,How much money do I have in my account,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Escalated,5,AGT_070,15.034826357974918,Balance Inquiry,2,Yes
2022-07-12 02:26:02.712542508,Home Loan,Gold,Interest Rate,Email,Unable to see my current balance on mobile app This is the third time I'm calling.,Yes,Regional Credit Union,TX,94008,None,Yes,Web,2022-07-12 02:26:02.712542508,Closed with explanation,Yes,No,COMP_000878,balance_inquiry,Unable to see my current balance on mobile app This is the third time I'm calling.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,High,Pending,1,AGT_095,5.286068173563204,Balance Inquiry,1,No
2022-07-12 07:41:28.097619524,Car Loan,Premium,Account Access,Mobile App,I want to set up automatic bill payments,No,National Bank,NY,76918,Military,Yes,Web,2022-07-14 07:41:28.097619524,Closed,Yes,Yes,COMP_000879,bill_payments,I want to set up automatic bill payments,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Escalated,4,AGT_066,51.54906106457876,Bill Payments,1,No
2022-07-12 12:56:53.482696538,Credit Card,MasterCard,Transaction Dispute,Phone Call,"My debit card is not working, please help",No,XYZ Financial,GA,28354,None,Yes,Phone,2022-07-14 12:56:53.482696538,Closed,No,No,COMP_000880,card_management,"My debit card is not working, please help",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Pending,2,AGT_012,77.0729771392809,Card Management,4,No
2022-07-12 18:12:18.867773554,Home Loan,Visa,Fees,Branch Visit,Can you help me check my account balance I'm very frustrated.,No,ABC Bank,FL,82131,None,Yes,Email,2022-07-13 18:12:18.867773554,Closed with explanation,Yes,No,COMP_000881,balance_inquiry,Can you help me check my account balance I'm very frustrated.,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Pending,5,AGT_025,9.68705556459015,Balance Inquiry,1,Yes
2022-07-12 23:27:44.252850570,Fixed Deposit,Basic,Bill Payment,Phone Call,Can you help me pay my utility bills I've been waiting for days.,Yes,ABC Bank,NY,33612,None,Yes,Mobile App,2022-07-14 23:27:44.252850570,In progress,Yes,Yes,COMP_000882,bill_payments,Can you help me pay my utility bills I've been waiting for days.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_094,4.202031320056341,Bill Payments,3,Yes
2022-07-13 04:43:09.637927584,Savings Account,Visa,Account Access,ATM Issue,I had a bad experience at the branch Please help me quickly.,Yes,Digital Bank Corp,CA,11511,Student,Yes,Web,2022-07-13 04:43:09.637927584,Closed,Yes,No,COMP_000883,complaint_management,I had a bad experience at the branch Please help me quickly.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,High,Resolved,2,AGT_018,26.578627511216027,Complaint Management,3,Yes
2022-07-13 09:58:35.023004600,Car Loan,Basic,Loan Payment,Online Issue,Need reminder for upcoming bill payment Please help me quickly.,Yes,XYZ Financial,MI,44638,None,Yes,Phone,2022-07-14 09:58:35.023004600,Closed,Yes,No,COMP_000884,bill_payments,Need reminder for upcoming bill payment Please help me quickly.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Resolved,4,AGT_083,16.209188268902867,Bill Payments,5,No
2022-07-13 15:14:00.408081616,Current Account,Gold,Card Unblock,Chat,I want to check my checking account balance,Yes,Regional Credit Union,OH,13321,None,Yes,Email,2022-07-14 15:14:00.408081616,Closed,Yes,No,COMP_000885,balance_inquiry,I want to check my checking account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,3,AGT_023,55.337073255953094,Balance Inquiry,3,No
2022-07-13 20:29:25.793158632,Credit Card,Gold,Transaction Dispute,Chat,Can you help me pay my utility bills,No,Regional Credit Union,IL,21766,None,Yes,Email,2022-07-15 20:29:25.793158632,Closed,No,No,COMP_000886,bill_payments,Can you help me pay my utility bills,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Escalated,3,AGT_089,14.628357662241054,Bill Payments,1,No
2022-07-14 01:44:51.178235646,Personal Loan,Basic,Bill Payment,ATM Issue,My issue was not resolved properly This is the third time I'm calling.,No,Regional Credit Union,PA,21233,None,Yes,Email,2022-07-15 01:44:51.178235646,Closed,Yes,No,COMP_000887,complaint_management,My issue was not resolved properly This is the third time I'm calling.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Pending,5,AGT_045,0.5885792581562316,Complaint Management,4,No
2022-07-14 07:00:16.563312662,Current Account,Standard,Bill Payment,Mobile App,I am not satisfied with the previous resolution,Yes,Digital Bank Corp,FL,39157,Older American,No,Email,2022-07-16 07:00:16.563312662,Closed with explanation,Yes,No,COMP_000888,complaint_management,I am not satisfied with the previous resolution,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_007,2.4547507509127455,Complaint Management,1,Yes
2022-07-14 12:15:41.948389678,Car Loan,Gold,Loan Payment,Phone Call,Need reminder for upcoming bill payment,No,Regional Credit Union,FL,52634,Student,Yes,Email,2022-07-14 12:15:41.948389678,Closed with explanation,Yes,No,COMP_000889,bill_payments,Need reminder for upcoming bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Low,Resolved,3,AGT_037,4.602686808547606,Bill Payments,1,No
2022-07-14 17:31:07.333466692,Personal Loan,Platinum,Transaction Dispute,Mobile App,Need reminder for upcoming bill payment Please help me quickly.,Yes,Regional Credit Union,FL,99376,Older American,Yes,Mobile App,2022-07-16 17:31:07.333466692,Closed with explanation,Yes,Yes,COMP_000890,bill_payments,Need reminder for upcoming bill payment Please help me quickly.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Escalated,3,AGT_080,62.79559990574248,Bill Payments,5,No
2022-07-14 22:46:32.718543708,Home Loan,Visa,Account Access,ATM Issue,The customer service was very poor,No,Digital Bank Corp,TX,94383,None,Yes,Mobile App,2022-07-14 22:46:32.718543708,In progress,No,Yes,COMP_000891,complaint_management,The customer service was very poor,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Low,Resolved,2,AGT_052,20.087746818539994,Complaint Management,5,Yes
2022-07-15 04:01:58.103620724,Home Loan,Basic,Bill Payment,Phone Call,"I lost my wallet, need to secure my cards",Yes,National Bank,FL,50797,Older American,Yes,Phone,2022-07-17 04:01:58.103620724,Closed with explanation,Yes,No,COMP_000892,card_management,"I lost my wallet, need to secure my cards",Thank you for contacting us regarding card management. We will assist you with this matter promptly.,High,Escalated,3,AGT_010,11.97925876636866,Card Management,2,Yes
2022-07-15 09:17:23.488697738,Debit Card,Basic,Transaction Dispute,Email,Payment failed but amount was debited I've been waiting for days.,No,Regional Credit Union,FL,68172,None,No,Web,2022-07-15 09:17:23.488697738,Closed with explanation,Yes,Yes,COMP_000893,bill_payments,Payment failed but amount was debited I've been waiting for days.,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,Medium,Resolved,4,AGT_036,26.467306655309443,Bill Payments,3,Yes
2022-07-15 14:32:48.873774754,Home Loan,Platinum,Interest Rate,Branch Visit,I had a bad experience at the branch,Yes,National Bank,NY,12700,Older American,No,Phone,2022-07-17 14:32:48.873774754,Closed,Yes,No,COMP_000894,complaint_management,I had a bad experience at the branch,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_042,4.76428306064462,Complaint Management,4,Yes
2022-07-15 19:48:14.258851770,Current Account,Premium,Interest Rate,Online Issue,My card is lost and I need to block it immediately,Yes,Digital Bank Corp,MI,54391,None,No,Phone,2022-07-17 19:48:14.258851770,Closed with explanation,Yes,No,COMP_000895,card_management,My card is lost and I need to block it immediately,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,2,AGT_081,30.2553364823198,Card Management,1,No
2022-07-16 01:03:39.643928786,Home Loan,MasterCard,Card Unblock,Chat,Want to file a complaint about poor service,No,XYZ Financial,CA,86593,Student,Yes,Web,2022-07-18 01:03:39.643928786,Closed with explanation,Yes,Yes,COMP_000896,complaint_management,Want to file a complaint about poor service,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_008,36.78996950511128,Complaint Management,4,No
2022-07-16 06:19:05.029005800,Savings Account,Standard,Fees,Chat,I need to check my account balance but cannot access online banking,Yes,National Bank,PA,49164,None,Yes,Phone,2022-07-16 06:19:05.029005800,Closed,Yes,No,COMP_000897,balance_inquiry,I need to check my account balance but cannot access online banking,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Medium,Escalated,2,AGT_084,60.40793647044663,Balance Inquiry,3,No
2022-07-16 11:34:30.414082816,Personal Loan,Premium,Bill Payment,Mobile App,Having trouble with online bill payment,No,Regional Credit Union,PA,24628,None,Yes,Web,2022-07-17 11:34:30.414082816,Closed with explanation,Yes,No,COMP_000898,bill_payments,Having trouble with online bill payment,Thank you for contacting us regarding bill payments. We will assist you with this matter promptly.,High,Pending,4,AGT_030,0.5334702438718383,Bill Payments,4,No
2022-07-16 16:49:55.799159832,Current Account,Basic,Fees,Mobile App,My issue was not resolved properly I'm very frustrated.,Yes,Regional Credit Union,NC,89215,None,Yes,Phone,2022-07-16 16:49:55.799159832,In progress,Yes,No,COMP_000899,complaint_management,My issue was not resolved properly I'm very frustrated.,Thank you for contacting us regarding complaint management. We will assist you with this matter promptly.,Medium,Resolved,3,AGT_033,16.380964763348377,Complaint Management,2,No
2022-07-16 22:05:21.184236846,Home Loan,Basic,Bill Payment,Chat,My card is lost and I need to block it immediately Please help me quickly.,No,National Bank,IL,87613,None,Yes,Web,2022-07-17 22:05:21.184236846,Closed with explanation,Yes,No,COMP_000900,card_management,My card is lost and I need to block it immediately Please help me quickly.,Thank you for contacting us regarding card management. We will assist you with this matter promptly.,Medium,Resolved,5,AGT_093,22.762935323375203,Card Management,1,No
2022-07-17 03:20:46.569313862,Debit Card,Gold,Interest Rate,Phone Call,I want to check my checking account balance,Yes,ABC Bank,TX,29784,Student,No,Web,2022-07-19 03:20:46.569313862,In progress,No,Yes,COMP_000901,balance_inquiry,I want to check my checking account balance,Thank you for contacting us regarding balance inquiry. We will assist you with this matter promptly.,Low,Resolved,3,AGT_092,8.103292793595859,Balance Inquiry,3,Yes
